News Source,URL,Title,Month,Polarity,Subjectivity
foxnews.com,https://www.foxnews.com/politics/7-things-biden-promised-first-day-in-office,7 things Joe Biden promised to do his first day in office,Dec 2020,0.06127310844291976,0.4525490756622831
foxnews.com,https://www.foxnews.com/politics/joe-bidens-brother-james-federal-probe,Joe Biden's brother James is also caught up in federal probe: report,Dec 2020,0.025014757969303424,0.2710178079496261
foxnews.com,https://www.foxnews.com/politics/joe-biden-butchers-jon-ossoffs-name-at-georgia-rally,Joe Biden butchers Jon Ossoff's name at Georgia rally,Dec 2020,0.07159090909090908,0.4319444444444445
foxnews.com,https://www.foxnews.com/opinion/joe-biden-hunter-stephen-colbert-interview-jonathan-turley,Jonathan Turley: Joe Biden is proud of Hunter -- Stephen Colbert's embarrassing interview misses the mark,Dec 2020,0.11478982487047006,0.4914340587727684
foxnews.com,https://www.foxnews.com/politics/flashback-joe-biden-constant-unrelenting-immigration,"Flashback: Biden praised ‘constant,' 'unrelenting’ stream of immigration into US",Dec 2020,0.0454925393755181,0.4783641890024869
foxnews.com,https://www.foxnews.com/politics/biden-democrats-forgot-rural-america,"Biden admits Dems 'forgot' rural America, says he did 'something good for the country' by beating Trump",Dec 2020,0.14437557392102845,0.35397918579736765
foxnews.com,https://www.foxnews.com/opinion/joe-biden-president-trump-donna-brazile,"Donna Brazile: Joe Biden is our next president. Whether Trump accepts it or not, let's get to work",Dec 2020,0.16006375870506304,0.3948348390739695
foxnews.com,https://www.foxnews.com/us/joe-bidens-niece-caroline-gets-no-jail-time-after-dui-guilty-plea,Joe Biden’s niece Caroline gets no jail time after DUI guilty plea,Dec 2020,0.05954545454545455,0.4512626262626263
foxnews.com,https://www.foxnews.com/politics/joe-biden-chasing-dog-shower-broken-foot,Joe Biden says he was chasing dog after shower when he broke foot,Dec 2020,0.09780936454849497,0.5553790412486065
foxnews.com,https://www.foxnews.com/politics/bidens-message-to-nation-its-time-to-turn-the-page,Biden’s message to nation: ‘It’s time to turn the page’,Dec 2020,0.1368639787707584,0.505969868173258
foxnews.com,https://www.foxnews.com/politics/bidens-3-part-plan-to-tackle-the-coronavirus-masks-vaccinations-opening-schools,"Biden’s 3-part plan to tackle the coronavirus: Masks, vaccinations, opening schools",Dec 2020,0.163030303030303,0.4236195286195286
foxnews.com,https://www.foxnews.com/politics/biden-calls-buttigieg-husbands-name-wrong-calls-him-kristen,"Biden gets Buttigieg husband's name wrong, calls him 'Kristen'",Dec 2020,0.0891304347826087,0.427536231884058
foxnews.com,https://www.foxnews.com/opinion/joe-biden-hunter-biden-media-victor-davis-hanson,Victor Davis Hanson: Left-wing Dems may turn against Biden after he becomes president — many prefer Harris,Dec 2020,0.06956805449452508,0.3840622612681436
foxnews.com,https://www.foxnews.com/media/joe-biden-mocks-questions-hunter-media-uninterested,Joe Biden mocks questions about Hunter as mainstream media remains largely uninterested,Dec 2020,0.11718073593073595,0.4352294372294373
foxnews.com,https://www.foxnews.com/politics/biden-leaked-audio-gop-beat-the-living-h-out-of-us-over-defund-the-police,"Biden, in leaked audio, suggests GOP 'beat the living h--- out of us' over 'defund the police'",Dec 2020,0.13199023199023202,0.3959401709401709
foxnews.com,https://www.foxnews.com/media/joe-biden-kamala-harris-interview-resign-disease,Lawrence Jones on Biden-Harris CNN sit-down: 'This is why he doesn't do interviews',Dec 2020,0.07232142857142856,0.4873214285714286
foxnews.com,https://www.foxnews.com/politics/joe-bidens-best-teleprompter-gaffes-2020,Joe Biden's gaffe-filled 2020: President-elect botches HHS announcement,Dec 2020,0.07857142857142857,0.5107142857142858
foxnews.com,https://www.foxnews.com/politics/biden-receives-covid-19-vaccination,Biden receives COVID-19 vaccination,Dec 2020,0.15330492424242426,0.3582386363636364
foxnews.com,https://www.foxnews.com/politics/biden-says-our-darkest-days-with-covid-are-ahead-of-us-not-behind-us,"Biden says 'our darkest days with COVID are ahead of us, not behind us'",Dec 2020,0.023190745224643518,0.40128463814904497
foxnews.com,https://www.foxnews.com/opinion/tucker-carlson-joe-biden-democracy-oligarchy-hunter-biden,Tucker Carlson: Does Joe Biden believe in democracy or oligarchy?,Dec 2020,0.12358211408844325,0.4222539591210478
foxnews.com,https://www.foxnews.com/entertainment/chris-rock-joe-biden-supreme-court-science-crisis-coronavirus,Chris Rock calls on Joe Biden to create 'Supreme Court of Science' to handle any crisis like the coronavirus,Dec 2020,0.0706511544011544,0.3594053631553631
foxnews.com,https://www.foxnews.com/media/critics-blast-laughable-time-magazine-person-year-biden,"Critics blast 'laughable' Time magazine award of Person of the Year to Biden, Harris",Dec 2020,0.08430059523809524,0.3699652777777778
foxnews.com,https://www.foxnews.com/politics/biden-walking-boot-injury-feels-good,"Biden shows off walking boot for first time since injury, says he feels 'good'",Dec 2020,0.08604497354497355,0.4090388007054674
foxnews.com,https://www.foxnews.com/politics/biden-deputy-chief-gop-bunch-of-f-ers,Biden aide calls GOP 'a bunch of fu-----' while praising his call for unity,Dec 2020,0.07444444444444442,0.4928888888888889
foxnews.com,https://www.foxnews.com/politics/facebook-twitter-biden-campaign-donations-censorship,"Top Facebook, Twitter execs donated tens of thousands of dollars to Biden campaign",Dec 2020,0.10143194550547492,0.3715112469230116
foxnews.com,https://www.foxnews.com/politics/biden-schools-should-reopen-within-first-100-days-in-call-with-governors,Biden says schools should reopen within first 100 days in call with governors,Dec 2020,0.2284090909090909,0.5537878787878788
